"Index","Method Name","Method Signature","Commit Count","Change Types","Commit Message","Commit ID","Commit Author"
"21","createParser","createParser","2","Body Change, Introduced, MultiChange","- The point of exposing CmdLineParser.addOption and addArgument is to open up metadata parsing to the caller. So in that spirit, there's no need for CmdLineParser to sniff the incoming bean for how to read metadata. It's best to leave that to the caller.
- MetadataParser was concurrent unsafe, as the clone doesn't clone parsers themselves.
- Moved Setter to SPI, since it's irrelevant for casual users.
","15aa33b42db7398fec119fa52ce2d749c162cad3","kohsuke"
"22","assertUsageLength","assertUsageLength","1","Body Change","Check the usage messages.
","e55cce0b5604bdb5668305d25fe7908c80f90a57","jhm"
"23","assertUsageContains","assertUsageContains","1","Body Change, Introduced, MultiChange","Bug 5: Options without ""usage"" are hidden.
- enhanced TestBase
- prepared TestCase for Bug5

serialUID
","061ace203f21c248c507e374bb9a1df909a47a8f","jhm"
"24","getUsageMessage","getUsageMessage","4","Body Change","Check the usage messages.
","e55cce0b5604bdb5668305d25fe7908c80f90a57","jhm"
"25","getUsageMessage","getUsageMessage","4","Body Change","whitespaces
","204460892a70b3ee387166ad30aa8806956789e1","jhm"
"26","getUsageMessage","getUsageMessage","4","Body Change","Convenience method for setting the args of the parser.
","935f709e86b71c41484c1d96b1fe9dc16f4827dd","jhm"
"27","getUsageMessage","getUsageMessage","4","Body Change","Merge pull request #68 from sfuhrm/more-locale-fixes

More locale fixes","8820cf7125105570ea9dd6ba0ff3b98ddd737607","Kohsuke Kawaguchi"
"28","assertErrorMessagePrefix","assertErrorMessagePrefix","1","Body Change, Introduced, MultiChange","Merge pull request #62

Conflicts:
	args4j/src/org/kohsuke/args4j/CmdLineParser.java
	args4j/src/org/kohsuke/args4j/spi/Messages.properties
	args4j/test/ExampleTest.java
","35987782d2c9a94c9b0f76648b3c71d7d34e528f","Kohsuke Kawaguchi"
"29","write","write","1","Body Change","Check the usage messages.
","e55cce0b5604bdb5668305d25fe7908c80f90a57","jhm"
"30","getString","getString","1","Body Change","Check the usage messages.
","e55cce0b5604bdb5668305d25fe7908c80f90a57","jhm"
"31","getTestObject","getTestObject","1","Return Type Change","- implemented the stop option ""--"".
- added a test case for it.
- modified to use generics to avoid casting in test case.
","fa1c0a620764bd15f5f69faf56e4907235490000","kohsuke"
"32","testSettingStringNoValues","testSettingStringNoValues","1","Body Change","- implemented the stop option ""--"".
- added a test case for it.
- modified to use generics to avoid casting in test case.
","fa1c0a620764bd15f5f69faf56e4907235490000","kohsuke"
"33","testSettingString","testSettingString","1","Body Change","- implemented the stop option ""--"".
- added a test case for it.
- modified to use generics to avoid casting in test case.
","fa1c0a620764bd15f5f69faf56e4907235490000","kohsuke"
"34","testSettingUsage","testSettingUsage","1","Body Change","Merge pull request #62

Conflicts:
	args4j/src/org/kohsuke/args4j/CmdLineParser.java
	args4j/src/org/kohsuke/args4j/spi/Messages.properties
	args4j/test/ExampleTest.java
","35987782d2c9a94c9b0f76648b3c71d7d34e528f","Kohsuke Kawaguchi"
"35","testMissingParameter","testMissingParameter","1","Body Change","Merge pull request #102
","07c72a2f99dd4b3eccd1395f91313c81cb314cc6","Kohsuke Kawaguchi"
"36","_testUsage","_testUsage","2","File Renamed","whitespaces
","204460892a70b3ee387166ad30aa8806956789e1","jhm"
"37","_testUsage","_testUsage","2","Body Change, Introduced, MultiChange","Bug 5: Options without ""usage"" are hidden.
- enhanced TestBase
- prepared TestCase for Bug5

serialUID
","061ace203f21c248c507e374bb9a1df909a47a8f","jhm"
"38","testMissingParameter","testMissingParameter","2","Body Change","Convenience method for setting the args of the parser.
","935f709e86b71c41484c1d96b1fe9dc16f4827dd","jhm"
"39","testMissingParameter","testMissingParameter","2","Body Change","Merge pull request #62

Conflicts:
	args4j/src/org/kohsuke/args4j/CmdLineParser.java
	args4j/src/org/kohsuke/args4j/spi/Messages.properties
	args4j/test/ExampleTest.java
","35987782d2c9a94c9b0f76648b3c71d7d34e528f","Kohsuke Kawaguchi"
"40","testAlias","testAlias","1","Body Change","Convenience method for setting the args of the parser.
","935f709e86b71c41484c1d96b1fe9dc16f4827dd","jhm"
"41","testParseFailure","testParseFailure","2","File Renamed","Merge pull request #73

Conflicts:
	args4j/src/org/kohsuke/args4j/CmdLineParser.java
","da7de2b8b1be12fb646997b97d2deec63eaa4c0b","Kohsuke Kawaguchi"
"42","testParseFailure","testParseFailure","2","Body Change, Exceptions Change, Introduced, MultiChange","What appears to be a left-over from debugging
","badf5ed98a73d211f37b5225ae6658dd80945eb4","Kohsuke Kawaguchi"
"43","testParseFail","testParseFail","1","Body Change","Merge pull request #68 from sfuhrm/more-locale-fixes

More locale fixes","8820cf7125105570ea9dd6ba0ff3b98ddd737607","Kohsuke Kawaguchi"
"44","testOnString","testOnString","1","Body Change","It doesn't make sense for @Option to have multi-value setting.

This is because whether a setter can handle multiple invocations
well (by retaining all the values) or not (usually by having the last
invocation overwrites all the previous values) are determined
by Setter and setter alone, so asking the user to configure that makes
no sense.

MultivaluedTest indicates that the author of this part of the code seems
to have been thinking about concatanating values or something like that,
but if someone wants that kind of unusual parsing, he should be writing
OptionHandler.
","e883b9395b866ed9bd297bee534a04a8bbe83a37","Kohsuke Kawaguchi"
"45","testOnArray","testOnArray","2","File Renamed","It doesn't make sense for @Option to have multi-value setting.

This is because whether a setter can handle multiple invocations
well (by retaining all the values) or not (usually by having the last
invocation overwrites all the previous values) are determined
by Setter and setter alone, so asking the user to configure that makes
no sense.

MultivaluedTest indicates that the author of this part of the code seems
to have been thinking about concatanating values or something like that,
but if someone wants that kind of unusual parsing, he should be writing
OptionHandler.
","e883b9395b866ed9bd297bee534a04a8bbe83a37","Kohsuke Kawaguchi"
"46","testOnArray","testOnArray","2","Body Change, Exceptions Change, Introduced, MultiChange","added Setter that handles an array
","4aa760d91e7336d794fcc69e6a4e086af6e40322","Kohsuke Kawaguchi"
"47","testOnMultiValuedArray","testOnMultiValuedArray","2","File Renamed","It doesn't make sense for @Option to have multi-value setting.

This is because whether a setter can handle multiple invocations
well (by retaining all the values) or not (usually by having the last
invocation overwrites all the previous values) are determined
by Setter and setter alone, so asking the user to configure that makes
no sense.

MultivaluedTest indicates that the author of this part of the code seems
to have been thinking about concatanating values or something like that,
but if someone wants that kind of unusual parsing, he should be writing
OptionHandler.
","e883b9395b866ed9bd297bee534a04a8bbe83a37","Kohsuke Kawaguchi"
"48","testOnMultiValuedArray","testOnMultiValuedArray","2","Body Change, Exceptions Change, Introduced, MultiChange","Fix ARGS4J-25 - support args like ""-coll val1 val2 -coll val3"" with `@Option(handler = StringArrayOptionHandler.class, …)`

Fix `java.lang.IllegalArgumentException: array element type mismatch`
","06b413b01cafe2dcbedfb82ac9e75a969a8c5ebe","Cyrille Le Clerc"
"49","getTestObject","getTestObject","1","Return Type Change","- implemented the stop option ""--"".
- added a test case for it.
- modified to use generics to avoid casting in test case.
","fa1c0a620764bd15f5f69faf56e4907235490000","kohsuke"
"50","testSettingUsage","testSettingUsage","3","Body Change","Check the usage messages.
","e55cce0b5604bdb5668305d25fe7908c80f90a57","jhm"
"51","testSettingUsage","testSettingUsage","3","Body Change","Merge pull request #62

Conflicts:
	args4j/src/org/kohsuke/args4j/CmdLineParser.java
	args4j/src/org/kohsuke/args4j/spi/Messages.properties
	args4j/test/ExampleTest.java
","35987782d2c9a94c9b0f76648b3c71d7d34e528f","Kohsuke Kawaguchi"
"52","testSettingUsage","testSettingUsage","3","Body Change","Merge pull request #73

Conflicts:
	args4j/src/org/kohsuke/args4j/CmdLineParser.java
","da7de2b8b1be12fb646997b97d2deec63eaa4c0b","Kohsuke Kawaguchi"
"53","testMissingParameter","testMissingParameter","2","Body Change","Check the usage messages.
","e55cce0b5604bdb5668305d25fe7908c80f90a57","jhm"
"54","testMissingParameter","testMissingParameter","2","Body Change","Merge pull request #62

Conflicts:
	args4j/src/org/kohsuke/args4j/CmdLineParser.java
	args4j/src/org/kohsuke/args4j/spi/Messages.properties
	args4j/test/ExampleTest.java
","35987782d2c9a94c9b0f76648b3c71d7d34e528f","Kohsuke Kawaguchi"
"55","getSingleLineUsage","getSingleLineUsage","2","File Renamed","Check the usage messages.
","e55cce0b5604bdb5668305d25fe7908c80f90a57","jhm"
"56","getSingleLineUsage","getSingleLineUsage","2","Body Change, Introduced, MultiChange","Merge pull request #73

Conflicts:
	args4j/src/org/kohsuke/args4j/CmdLineParser.java
","da7de2b8b1be12fb646997b97d2deec63eaa4c0b","Kohsuke Kawaguchi"
"57","testEqualsSeparator","testEqualsSeparator","3","File Renamed","Check the usage messages.
","e55cce0b5604bdb5668305d25fe7908c80f90a57","jhm"
"58","testEqualsSeparator","testEqualsSeparator","3","Body Change, Introduced, MultiChange","Merge pull request #73

Conflicts:
	args4j/src/org/kohsuke/args4j/CmdLineParser.java
","da7de2b8b1be12fb646997b97d2deec63eaa4c0b","Kohsuke Kawaguchi"
"59","testEqualsSeparator","testEqualsSeparator","3","Body Change","Generalizing this by allowing arbitrary string
","58ed80598033b0e4e89fbd19b8d33ea3c291910c","Kohsuke Kawaguchi"
"60","testExplicitNoEqualsSeparator","testExplicitNoEqualsSeparator","3","File Renamed","Check the usage messages.
","e55cce0b5604bdb5668305d25fe7908c80f90a57","jhm"
"61","testExplicitNoEqualsSeparator","testExplicitNoEqualsSeparator","3","Body Change, Introduced, MultiChange","Merge pull request #73

Conflicts:
	args4j/src/org/kohsuke/args4j/CmdLineParser.java
","da7de2b8b1be12fb646997b97d2deec63eaa4c0b","Kohsuke Kawaguchi"
"62","testExplicitNoEqualsSeparator","testExplicitNoEqualsSeparator","3","Body Change","Generalizing this by allowing arbitrary string
","58ed80598033b0e4e89fbd19b8d33ea3c291910c","Kohsuke Kawaguchi"
"63","getTestObject","getTestObject","1","Return Type Change","Submitted by:  Mark Sinke
Reviewed by:   Kohsuke Kawaguchi

Add argument handling to args4j. See ArgumentTest for a simple example. Look at @Argument for more options.
","c69aadfcfcd47b29ba8be3328ccd2dbd414d6e65","marksinke"
"64","testNoValues","testNoValues","2","File Renamed","Gump doesnt like this testcase. Maybe I had forgotten to deactivate them while implementing the MapHandler.
","45407aa8d6066d1f04def7883bcac6f33074aa24","jhm"
"65","testNoValues","testNoValues","2","Body Change, Introduced, MultiChange","Handler for Maps.
","0c6fd86da4e53d7d2c91d43754423f8bca195323","jhm"
"66","testHasEqual","testHasEqual","2","File Renamed","Gump doesnt like this testcase. Maybe I had forgotten to deactivate them while implementing the MapHandler.
","45407aa8d6066d1f04def7883bcac6f33074aa24","jhm"
"67","testHasEqual","testHasEqual","2","Body Change, Introduced, MultiChange","Merge pull request #88 from dnozay/testcase87

add testcase for issue #87","956853492e3fbf87f866c5fab03f877f252768ba","Kohsuke Kawaguchi"
"68","testSinglePair","testSinglePair","2","File Renamed","Gump doesnt like this testcase. Maybe I had forgotten to deactivate them while implementing the MapHandler.
","45407aa8d6066d1f04def7883bcac6f33074aa24","jhm"
"69","testSinglePair","testSinglePair","2","Body Change, Introduced, MultiChange","Handler for Maps.
","0c6fd86da4e53d7d2c91d43754423f8bca195323","jhm"
"70","testMultiplePairs","testMultiplePairs","2","File Renamed","Gump doesnt like this testcase. Maybe I had forgotten to deactivate them while implementing the MapHandler.
","45407aa8d6066d1f04def7883bcac6f33074aa24","jhm"
"71","testMultiplePairs","testMultiplePairs","2","Body Change, Introduced, MultiChange","Handler for Maps.
","0c6fd86da4e53d7d2c91d43754423f8bca195323","jhm"
"72","testDuplicateKey","testDuplicateKey","2","File Renamed","Gump doesnt like this testcase. Maybe I had forgotten to deactivate them while implementing the MapHandler.
","45407aa8d6066d1f04def7883bcac6f33074aa24","jhm"
"73","testDuplicateKey","testDuplicateKey","2","Body Change, Introduced, MultiChange","Handler for Maps.
","0c6fd86da4e53d7d2c91d43754423f8bca195323","jhm"
"74","testInitialisation","testInitialisation","2","File Renamed","Gump doesnt like this testcase. Maybe I had forgotten to deactivate them while implementing the MapHandler.
","45407aa8d6066d1f04def7883bcac6f33074aa24","jhm"
"75","testInitialisation","testInitialisation","2","Body Change, Introduced, MultiChange","Handler for Maps.
","0c6fd86da4e53d7d2c91d43754423f8bca195323","jhm"
"76","testNoValue","testNoValue","2","File Renamed","Gump doesnt like this testcase. Maybe I had forgotten to deactivate them while implementing the MapHandler.
","45407aa8d6066d1f04def7883bcac6f33074aa24","jhm"
"77","testNoValue","testNoValue","2","Body Change, Introduced, MultiChange","Handler for Maps.
","0c6fd86da4e53d7d2c91d43754423f8bca195323","jhm"
"78","testNoKey","testNoKey","3","File Renamed","Gump doesnt like this testcase. Maybe I had forgotten to deactivate them while implementing the MapHandler.
","45407aa8d6066d1f04def7883bcac6f33074aa24","jhm"
"79","testNoKey","testNoKey","3","Body Change, Introduced, MultiChange","Handler for Maps.
","0c6fd86da4e53d7d2c91d43754423f8bca195323","jhm"
"80","testNoKey","testNoKey","3","Body Change","Fix error handling while parsing Map-Input
","1a9c986017693c0ea886efe150dc94a6cd5a1509","jhm"
"81","testNoSplitCharacter","testNoSplitCharacter","3","File Renamed","Gump doesnt like this testcase. Maybe I had forgotten to deactivate them while implementing the MapHandler.
","45407aa8d6066d1f04def7883bcac6f33074aa24","jhm"
"82","testNoSplitCharacter","testNoSplitCharacter","3","Body Change, Introduced, MultiChange","Handler for Maps.
","0c6fd86da4e53d7d2c91d43754423f8bca195323","jhm"
"83","testNoSplitCharacter","testNoSplitCharacter","3","Body Change","Fix error handling while parsing Map-Input
","1a9c986017693c0ea886efe150dc94a6cd5a1509","jhm"
"84","testDefaults","testDefaults","1","Body Change","More generic to allow Comparator, not just a boolean
","94eb6d9043f545f85c943529f76c1835598c8fda","Kohsuke Kawaguchi"
"85","testSetToSame","testSetToSame","2","Body Change","make ParserProperties more compliant to the standard builder pattern
","98617f68d1fc9e175d19822d33ed3f8785bfac4a","Erb"
"86","testSetToSame","testSetToSame","2","Body Change","More generic to allow Comparator, not just a boolean
","94eb6d9043f545f85c943529f76c1835598c8fda","Kohsuke Kawaguchi"
"87","testSetToDifferent","testSetToDifferent","3","Body Change","make ParserProperties more compliant to the standard builder pattern
","98617f68d1fc9e175d19822d33ed3f8785bfac4a","Erb"
"88","testSetToDifferent","testSetToDifferent","3","Body Change","More generic to allow Comparator, not just a boolean
","94eb6d9043f545f85c943529f76c1835598c8fda","Kohsuke Kawaguchi"
"89","testSetToDifferent","testSetToDifferent","3","Body Change","Fixing the inconsistency in naming methods
","c055070b63d16072adb92536bf3d2814d29e453a","Kohsuke Kawaguchi"
"90","testSetOnlyOne","testSetOnlyOne","3","Body Change","make ParserProperties more compliant to the standard builder pattern
","98617f68d1fc9e175d19822d33ed3f8785bfac4a","Erb"
"91","testSetOnlyOne","testSetOnlyOne","3","Body Change","More generic to allow Comparator, not just a boolean
","94eb6d9043f545f85c943529f76c1835598c8fda","Kohsuke Kawaguchi"
"92","testSetOnlyOne","testSetOnlyOne","3","Body Change","Fixing the inconsistency in naming methods
","c055070b63d16072adb92536bf3d2814d29e453a","Kohsuke Kawaguchi"
"93","getTestObject","getTestObject","1","Return Type Change","- implemented the stop option ""--"".
- added a test case for it.
- modified to use generics to avoid casting in test case.
","fa1c0a620764bd15f5f69faf56e4907235490000","kohsuke"
"94","testUsageMessage","testUsageMessage","3","Body Change","Dont do property tests here any more. Will be new tests :-)
","ac104fddf96235c6a24ff5639a894af680885c6b","jhm"
"95","testUsageMessage","testUsageMessage","3","Body Change","Check the usage messages.
","e55cce0b5604bdb5668305d25fe7908c80f90a57","jhm"
"96","testUsageMessage","testUsageMessage","3","Body Change","Convenience method for setting the args of the parser.
","935f709e86b71c41484c1d96b1fe9dc16f4827dd","jhm"
"97","testUsageMessageWithNewWayToSet","testUsageMessageWithNewWayToSet","2","File Renamed","Dont do property tests here any more. Will be new tests :-)
","ac104fddf96235c6a24ff5639a894af680885c6b","jhm"
"98","testUsageMessageWithNewWayToSet","testUsageMessageWithNewWayToSet","2","Body Change, Introduced, MultiChange","test new way of setting width
","ff847b3f4205f7d9c794a0f62f5638c0866a59a8","Erb"
"99","getTestObject","getTestObject","1","Return Type Change","Submitted by:  Mark Sinke
Reviewed by:   Kohsuke Kawaguchi

Add argument handling to args4j. See ArgumentTest for a simple example. Look at @Argument for more options.
","c69aadfcfcd47b29ba8be3328ccd2dbd414d6e65","marksinke"
"100","testMyself","testMyself","1","Body Change","Submitted by:  Mark Sinke
Reviewed by:   Kohsuke Kawaguchi

Add argument handling to args4j. See ArgumentTest for a simple example. Look at @Argument for more options.
","c69aadfcfcd47b29ba8be3328ccd2dbd414d6e65","marksinke"
"101","testFather","testFather","1","Body Change","Submitted by:  Mark Sinke
Reviewed by:   Kohsuke Kawaguchi

Add argument handling to args4j. See ArgumentTest for a simple example. Look at @Argument for more options.
","c69aadfcfcd47b29ba8be3328ccd2dbd414d6e65","marksinke"
"102","testGrandfather","testGrandfather","1","Body Change","Submitted by:  Mark Sinke
Reviewed by:   Kohsuke Kawaguchi

Add argument handling to args4j. See ArgumentTest for a simple example. Look at @Argument for more options.
","c69aadfcfcd47b29ba8be3328ccd2dbd414d6e65","marksinke"
"103","testMother","testMother","1","Body Change","Submitted by:  Mark Sinke
Reviewed by:   Kohsuke Kawaguchi

Add argument handling to args4j. See ArgumentTest for a simple example. Look at @Argument for more options.
","c69aadfcfcd47b29ba8be3328ccd2dbd414d6e65","marksinke"
"104","getTestObject","getTestObject","1","Return Type Change","- implemented the stop option ""--"".
- added a test case for it.
- modified to use generics to avoid casting in test case.
","fa1c0a620764bd15f5f69faf56e4907235490000","kohsuke"
"105","testSettingStringNoValues","testSettingStringNoValues","1","Body Change","- implemented the stop option ""--"".
- added a test case for it.
- modified to use generics to avoid casting in test case.
","fa1c0a620764bd15f5f69faf56e4907235490000","kohsuke"
"106","testSettingString","testSettingString","1","Body Change","- implemented the stop option ""--"".
- added a test case for it.
- modified to use generics to avoid casting in test case.
","fa1c0a620764bd15f5f69faf56e4907235490000","kohsuke"
"107","testSettingUsage","testSettingUsage","1","Body Change","Check the usage messages.
","e55cce0b5604bdb5668305d25fe7908c80f90a57","jhm"
"108","testMissingParameter","testMissingParameter","1","Body Change","Check the usage messages.
","e55cce0b5604bdb5668305d25fe7908c80f90a57","jhm"
"109","testGetLocalizedMessage","testGetLocalizedMessage","1","Body Change","I think this name better reflect what it does
","994b1728b33f49d00c430950258318a577fc2be0","Kohsuke Kawaguchi"
"110","setUp","setUp","3","Body Change, Exceptions Change, Introduced, MultiChange","Merge pull request #62

Conflicts:
	args4j/src/org/kohsuke/args4j/CmdLineParser.java
	args4j/src/org/kohsuke/args4j/spi/Messages.properties
	args4j/test/ExampleTest.java
","35987782d2c9a94c9b0f76648b3c71d7d34e528f","Kohsuke Kawaguchi"
"111","setUp","setUp","3","Body Change, Exceptions Change, Deleted, MultiChange","CmdLineException separates message vs localized message now, so no need to mess with locales
","0385d7fbcd2c243129c74ad6f789fdaec8accbf0","Kohsuke Kawaguchi"
"112","setUp","setUp","3","Body Change, Introduced, MultiChange","Merge pull request #68 from sfuhrm/more-locale-fixes

More locale fixes","8820cf7125105570ea9dd6ba0ff3b98ddd737607","Kohsuke Kawaguchi"
"113","tearDown","tearDown","3","Body Change, Exceptions Change, Introduced, MultiChange","Merge pull request #62

Conflicts:
	args4j/src/org/kohsuke/args4j/CmdLineParser.java
	args4j/src/org/kohsuke/args4j/spi/Messages.properties
	args4j/test/ExampleTest.java
","35987782d2c9a94c9b0f76648b3c71d7d34e528f","Kohsuke Kawaguchi"
"114","tearDown","tearDown","3","Body Change, Exceptions Change, Deleted, MultiChange","CmdLineException separates message vs localized message now, so no need to mess with locales
","0385d7fbcd2c243129c74ad6f789fdaec8accbf0","Kohsuke Kawaguchi"
"115","tearDown","tearDown","3","Body Change, Exceptions Change, Introduced, MultiChange","Merge pull request #68 from sfuhrm/more-locale-fixes

More locale fixes","8820cf7125105570ea9dd6ba0ff3b98ddd737607","Kohsuke Kawaguchi"
"116","testPrintExampleModeAll","testPrintExampleModeAll","1","Body Change","Adds tests for parsing of arguments to ExampleTest. This shows how arguments are actually parsed.
","6fb79d861046b7d14085c65bb90c7a00388ca1a6","Ian Flanigan"
"117","testPrintExampleModeRequired","testPrintExampleModeRequired","1","Body Change","Adds tests for parsing of arguments to ExampleTest. This shows how arguments are actually parsed.
","6fb79d861046b7d14085c65bb90c7a00388ca1a6","Ian Flanigan"
"118","testParsingAllArgs","testParsingAllArgs","2","Body Change, Exceptions Change, MultiChange","Adds tests for parsing of arguments to ExampleTest. This shows how arguments are actually parsed.
","6fb79d861046b7d14085c65bb90c7a00388ca1a6","Ian Flanigan"
"119","testParsingAllArgs","testParsingAllArgs","2","Body Change, Exceptions Change, MultiChange","Merge pull request #21 from dlad/inetaddress

Support for option of type InetAddress","978381682bde22226c29de7def429536e45a9688","Kohsuke Kawaguchi"
"120","testParsingOnlyRequiredArgs","testParsingOnlyRequiredArgs","2","Body Change, Exceptions Change, MultiChange","Adds tests for parsing of arguments to ExampleTest. This shows how arguments are actually parsed.
","6fb79d861046b7d14085c65bb90c7a00388ca1a6","Ian Flanigan"
"121","testParsingOnlyRequiredArgs","testParsingOnlyRequiredArgs","2","Exceptions Change","Merge pull request #21 from dlad/inetaddress

Support for option of type InetAddress","978381682bde22226c29de7def429536e45a9688","Kohsuke Kawaguchi"
"122","testParsingMissingRequiredArgs","testParsingMissingRequiredArgs","1","Body Change","Adds tests for parsing of arguments to ExampleTest. This shows how arguments are actually parsed.
","6fb79d861046b7d14085c65bb90c7a00388ca1a6","Ian Flanigan"
"123","testForbidArgs","testForbidArgs","2","File Renamed","Adds tests for parsing of arguments to ExampleTest. This shows how arguments are actually parsed.
","6fb79d861046b7d14085c65bb90c7a00388ca1a6","Ian Flanigan"
"124","testForbidArgs","testForbidArgs","2","Body Change, Exceptions Change, Introduced, MultiChange","Merge branch 'pull-63'

Conflicts:
	args4j-maven-plugin/src/main/java/org/kohsuke/args4j/maven/Args4jUsageMojo.java
","df6ffa4b77ddbc64999448dec3e9d82eb0978269","Kohsuke Kawaguchi"
"125","testNoOptionsSort","testNoOptionsSort","6","File Renamed","Adds tests for parsing of arguments to ExampleTest. This shows how arguments are actually parsed.
","6fb79d861046b7d14085c65bb90c7a00388ca1a6","Ian Flanigan"
"126","testNoOptionsSort","testNoOptionsSort","6","Body Change, Introduced, MultiChange","added tests for ParserProperties and no-sort of options
","92c5b862e67a06620a3ea12a168ace750401d0c9","Erb"
"127","testNoOptionsSort","testNoOptionsSort","6","Body Change","ParserProperties is only place to store the settings
","1a00f13387d96041698bfd2e5c5f5e39f20fefdf","Erb"
"128","testNoOptionsSort","testNoOptionsSort","6","Body Change","make ParserProperties more compliant to the standard builder pattern
","98617f68d1fc9e175d19822d33ed3f8785bfac4a","Erb"
"129","testNoOptionsSort","testNoOptionsSort","6","Body Change","More generic to allow Comparator, not just a boolean
","94eb6d9043f545f85c943529f76c1835598c8fda","Kohsuke Kawaguchi"
"130","testNoOptionsSort","testNoOptionsSort","6","Body Change","Fixing the inconsistency in naming methods
","c055070b63d16072adb92536bf3d2814d29e453a","Kohsuke Kawaguchi"
"131","doMain","doMain","5","Exceptions Change","implemented metavariable support.
","a5f06b369490d93f37c354f03f0982d42bf39718","kohsuke"
"132","doMain","doMain","5","Body Change, Exceptions Change, MultiChange","added printExample.
","83a4706542570934b628fa9838584dc6d7bc7124","kohsuke"
"133","doMain","doMain","5","Body Change, Exceptions Change, MultiChange","Usage info for the -custom option and use of that data.
","5a1f2aeca8a6b69a868fc53e1e1ce57dff2ee732","jhm"
"134","doMain","doMain","5","Body Change, Exceptions Change, MultiChange","Document the  setUsageWidth()  method.
","81ad500a8e0daa190bbc5f66208d851c9fcd31f8","jhm"
"135","doMain","doMain","5","Body Change, Exceptions Change, MultiChange","Merge pull request #8 from oluies/patch-1

deprecreated constructor in example","879b74b996a2f98b65141866c461ac17e7086d52","Kohsuke Kawaguchi"
