"Index","Method Name","Method Signature","Commit Count","Change Types","Commit Message","Commit ID","Commit Author"
"2056","makeChild","makeChild","5","Modifier Change, Body Change, MultiChange","Refactor construction and use of CharsToNameCanonicalizer (#1088)

","48c4783625ac1e5989ca5c1c005d5a30820aeb5b","Tatu Saloranta"
"2057","release","release","3","Body Change","...
","9318b80535d5caf1a2ffa90d09574b19d71cddf5","Tatu Saloranta"
"2058","release","release","3","Body Change","Fix a minor bug in handling of char-based symbol tables (calc of hash code of)
","383bc8f251ad42419354d1f40f8487435f470bb2","Tatu Saloranta"
"2059","release","release","3","Body Change","Merge branch '2.8'
","50a14508e015b95b061c0b24e55fa27d09426190","Tatu Saloranta"
"2060","mergeChild","mergeChild","1","Body Change, Introduced, MultiChange","Merge branch '2.8'
","50a14508e015b95b061c0b24e55fa27d09426190","Tatu Saloranta"
"2061","size","size","1","Body Change","Merge branch '2.8'
","50a14508e015b95b061c0b24e55fa27d09426190","Tatu Saloranta"
"2062","bucketCount","bucketCount","1","Body Change, Introduced, MultiChange","more hash collision work for 2.1 too
","bda3a91da70dede312fa0ad0eac0dfd99f543531","Tatu Saloranta"
"2063","maybeDirty","maybeDirty","1","Body Change","Merge branch '2.8'
","50a14508e015b95b061c0b24e55fa27d09426190","Tatu Saloranta"
"2064","hashSeed","hashSeed","1","Body Change","Start work on [Issue-22], trying to prevent hash-collision based attacks
","a7ec583c9ac48c0b5fb95640a3c9a17e969f0fc3","Tatu Saloranta"
"2065","collisionCount","collisionCount","4","Body Change","Start work on [Issue-22], trying to prevent hash-collision based attacks
","a7ec583c9ac48c0b5fb95640a3c9a17e969f0fc3","Tatu Saloranta"
"2066","collisionCount","collisionCount","4","Body Change","...
","c2a641a1940ac941d3374ba5172c38033b1caa5c","Tatu Saloranta"
"2067","collisionCount","collisionCount","4","Body Change","Javadoc improvements (to reduce warnings)
","34c844f565fdd65f1f8733a96666d1503f18eed9","Tatu Saloranta"
"2068","collisionCount","collisionCount","4","Body Change","Remove trailing whitespace from sources
","31d4d85dcb25ca6699294db69591388470b9f8fc","Tatu Saloranta"
"2069","maxCollisionLength","maxCollisionLength","2","Body Change","Start work on [Issue-22], trying to prevent hash-collision based attacks
","a7ec583c9ac48c0b5fb95640a3c9a17e969f0fc3","Tatu Saloranta"
"2070","maxCollisionLength","maxCollisionLength","2","Body Change","Javadoc improvements (to reduce warnings)
","34c844f565fdd65f1f8733a96666d1503f18eed9","Tatu Saloranta"
"2071","findSymbol","findSymbol","5","Body Change, Introduced, MultiChange","more work with hash collision handling
","3532520e176babbe54141d8d826ff82fd46de823","Tatu Saloranta"
"2072","findSymbol","findSymbol","5","Body Change","trying to improve char-symbol handling
","608a055df48181bd6e968cd4789aefeac87163eb","Tatu Saloranta"
"2073","findSymbol","findSymbol","5","Exceptions Change","Use StreamConstraintsException exception in canonicalizer (#948)

","25313f134f7bb8db1ed055017e1445d1bbf9f00a","PJ Fanning"
"2074","findSymbol","findSymbol","5","Body Change, Exceptions Change, MultiChange","validate the length of names (#1078)

","bc8433bc9b7ebc6d1b4f53ba1c72d0dac57cf27d","PJ Fanning"
"2075","findSymbol","findSymbol","5","Body Change, Exceptions Change, MultiChange","Update release notes wrt #1047, minor tweaking
","e7ad6bb1d974b7924a9664df29cdbc13313338fa","Tatu Saloranta"
"2076","_findSymbol2","_findSymbol2","2","Body Change, Introduced, MultiChange","...
","159a9c80059cf2705eb7891c69db25e13cb39cb1","Tatu Saloranta"
"2077","_findSymbol2","_findSymbol2","2","Body Change","and minor improved to symbol handlign as well
","a155c538f470edd337a3dc1bb5dd4cf22c11c692","Tatu Saloranta"
"2078","_addSymbol","_addSymbol","7","Body Change, Introduced, MultiChange","trying to improve char-symbol handling
","608a055df48181bd6e968cd4789aefeac87163eb","Tatu Saloranta"
"2079","_addSymbol","_addSymbol","7","Body Change","Fix a minor bug in handling of char-based symbol tables (calc of hash code of)
","383bc8f251ad42419354d1f40f8487435f470bb2","Tatu Saloranta"
"2080","_addSymbol","_addSymbol","7","Body Change","Merge branch '2.8'
","50a14508e015b95b061c0b24e55fa27d09426190","Tatu Saloranta"
"2081","_addSymbol","_addSymbol","7","Body Change","Try to repro #547, no success yet
","c0ffdc24fdcb2626f17349bd36de14d691e1e52a","Tatu Saloranta"
"2082","_addSymbol","_addSymbol","7","Body Change","Fix #547
","9d4756ba5381f3d83dcd442ee9191b2f7067f6bb","Tatu Saloranta"
"2083","_addSymbol","_addSymbol","7","Exceptions Change","Use StreamConstraintsException exception in canonicalizer (#948)

","25313f134f7bb8db1ed055017e1445d1bbf9f00a","PJ Fanning"
"2084","_addSymbol","_addSymbol","7","Body Change, Exceptions Change, MultiChange","Refactor construction and use of CharsToNameCanonicalizer (#1088)

","48c4783625ac1e5989ca5c1c005d5a30820aeb5b","Tatu Saloranta"
"2085","_handleSpillOverflow","_handleSpillOverflow","3","Body Change, Introduced, MultiChange","Fix #547
","9d4756ba5381f3d83dcd442ee9191b2f7067f6bb","Tatu Saloranta"
"2086","_handleSpillOverflow","_handleSpillOverflow","3","Exceptions Change","Use StreamConstraintsException exception in canonicalizer (#948)

","25313f134f7bb8db1ed055017e1445d1bbf9f00a","PJ Fanning"
"2087","_handleSpillOverflow","_handleSpillOverflow","3","Body Change, Exceptions Change, MultiChange","Refactor construction and use of CharsToNameCanonicalizer (#1088)

","48c4783625ac1e5989ca5c1c005d5a30820aeb5b","Tatu Saloranta"
"2088","_hashToIndex","_hashToIndex","3","Body Change, Introduced, MultiChange","more work with hash collision handling
","3532520e176babbe54141d8d826ff82fd46de823","Tatu Saloranta"
"2089","_hashToIndex","_hashToIndex","3","Modifier Change","Merge pull request #29 from fge/master

Some random fixes","fca65f84c0fd672b1db07198049d8efe797b3334","Tatu Saloranta"
"2090","_hashToIndex","_hashToIndex","3","Body Change","Add bit more testing, using 'MediaItem' as another sanity check
","19cb615e929036ff36934dbca21a1cdc18147ca2","Cowtowncoder"
"2091","calcHash","calcHash","5","Modifier Change, Body Change, MultiChange","Start work on [Issue-22], trying to prevent hash-collision based attacks
","a7ec583c9ac48c0b5fb95640a3c9a17e969f0fc3","Tatu Saloranta"
"2092","calcHash","calcHash","5","Body Change","more work with hash collision handling
","3532520e176babbe54141d8d826ff82fd46de823","Tatu Saloranta"
"2093","calcHash","calcHash","5","Body Change","Fix a minor bug in handling of char-based symbol tables (calc of hash code of)
","383bc8f251ad42419354d1f40f8487435f470bb2","Tatu Saloranta"
"2094","calcHash","calcHash","5","Body Change","Merge branch '2.8'
","50a14508e015b95b061c0b24e55fa27d09426190","Tatu Saloranta"
"2095","calcHash","calcHash","5","Body Change","Use String#isEmpty(), remove redundancies, and reduce verbose code (#1225)

","5a22ee46c4b1dd3e071bc908501cc65f2a3e374c","Gary Gregory"
"2096","calcHash","calcHash","4","Modifier Change, Body Change, MultiChange","Start work on [Issue-22], trying to prevent hash-collision based attacks
","a7ec583c9ac48c0b5fb95640a3c9a17e969f0fc3","Tatu Saloranta"
"2097","calcHash","calcHash","4","Body Change","more work with hash collision handling
","3532520e176babbe54141d8d826ff82fd46de823","Tatu Saloranta"
"2098","calcHash","calcHash","4","Body Change","Merge branch '2.8'
","50a14508e015b95b061c0b24e55fa27d09426190","Tatu Saloranta"
"2099","calcHash","calcHash","4","Body Change","Remove trailing whitespace from sources
","31d4d85dcb25ca6699294db69591388470b9f8fc","Tatu Saloranta"
"2100","copyArrays","copyArrays","1","Body Change","Minor clean up to start using Arrays.copyOf() (since we require Java 1.6)
","60cb7bd0bd6f642212051e0e341b3b6e1e3e2a65","Tatu Saloranta"
"2101","rehash","rehash","7","Body Change, Exceptions Change, MultiChange","Start work on [Issue-22], trying to prevent hash-collision based attacks
","a7ec583c9ac48c0b5fb95640a3c9a17e969f0fc3","Tatu Saloranta"
"2102","rehash","rehash","7","Body Change","...
","9318b80535d5caf1a2ffa90d09574b19d71cddf5","Tatu Saloranta"
"2103","rehash","rehash","7","Body Change","Fix a minor bug in handling of char-based symbol tables (calc of hash code of)
","383bc8f251ad42419354d1f40f8487435f470bb2","Tatu Saloranta"
"2104","rehash","rehash","7","Body Change","Merge branch '2.8'
","50a14508e015b95b061c0b24e55fa27d09426190","Tatu Saloranta"
"2105","rehash","rehash","7","Body Change","Try to repro #547, no success yet
","c0ffdc24fdcb2626f17349bd36de14d691e1e52a","Tatu Saloranta"
"2106","rehash","rehash","7","Exceptions Change","Use StreamConstraintsException exception in canonicalizer (#948)

","25313f134f7bb8db1ed055017e1445d1bbf9f00a","PJ Fanning"
"2107","rehash","rehash","7","Exceptions Change","Revert one missed change wrt internal checks
","c35c1bc122c80160a9785809aff359826665f3b8","Tatu Saloranta"
"2108","_reportTooManyCollisions","_reportTooManyCollisions","2","Body Change, Introduced, MultiChange","tiny renaming to improve consistency between symbol table impls
","91ca883d6b4504d1e461ec18b25fdeff13937de5","Tatu Saloranta"
"2109","_reportTooManyCollisions","_reportTooManyCollisions","2","Body Change, Exceptions Change, MultiChange","Use StreamConstraintsException exception in canonicalizer (#948)

","25313f134f7bb8db1ed055017e1445d1bbf9f00a","PJ Fanning"
"2110","verifyInternalConsistency","verifyInternalConsistency","3","Body Change, Introduced, MultiChange","Try to repro #547, no success yet
","c0ffdc24fdcb2626f17349bd36de14d691e1e52a","Tatu Saloranta"
"2111","verifyInternalConsistency","verifyInternalConsistency","3","Exceptions Change","Use StreamConstraintsException exception in canonicalizer (#948)

","25313f134f7bb8db1ed055017e1445d1bbf9f00a","PJ Fanning"
"2112","verifyInternalConsistency","verifyInternalConsistency","3","Exceptions Change","Minor tweaks post #948 wrt internal exceptions; update release notes
","ff8b1cc3fe4fd91664c9505ae42f930e199913d4","Tatu Saloranta"
"2113","Bucket","Bucket","1","Body Change, Introduced, MultiChange","trying to improve char-symbol handling
","608a055df48181bd6e968cd4789aefeac87163eb","Tatu Saloranta"
"2114","has","has","1","Body Change, Introduced, MultiChange","trying to improve char-symbol handling
","608a055df48181bd6e968cd4789aefeac87163eb","Tatu Saloranta"
"2115","TableInfo","TableInfo","1","Body Change, Introduced, MultiChange","Merge branch '2.8'
","50a14508e015b95b061c0b24e55fa27d09426190","Tatu Saloranta"
"2116","TableInfo","TableInfo","2","File Renamed","Start work on [Issue-22], trying to prevent hash-collision based attacks
","a7ec583c9ac48c0b5fb95640a3c9a17e969f0fc3","Tatu Saloranta"
"2117","TableInfo","TableInfo","2","Body Change, Introduced, MultiChange","Merge branch '2.8'
","50a14508e015b95b061c0b24e55fa27d09426190","Tatu Saloranta"
"2118","createInitial","createInitial","2","File Renamed","Start work on [Issue-22], trying to prevent hash-collision based attacks
","a7ec583c9ac48c0b5fb95640a3c9a17e969f0fc3","Tatu Saloranta"
"2119","createInitial","createInitial","2","Body Change, Introduced, MultiChange","Merge branch '2.8'
","50a14508e015b95b061c0b24e55fa27d09426190","Tatu Saloranta"
"2120","equals","equals","1","Body Change","Merge branch 'exp/new-symbol-table'

Conflicts:
	release-notes/VERSION
","78206b708800b7d3737de4365466bcdcef5b4915","Tatu Saloranta"
"2121","equals","equals","1","Body Change","Merge branch 'exp/new-symbol-table'

Conflicts:
	release-notes/VERSION
","78206b708800b7d3737de4365466bcdcef5b4915","Tatu Saloranta"
"2122","NameN","NameN","1","Body Change","trying to improve on symbol parsing
","1d4a25891f157467a3ca3cef025427d8375bd17f","Tatu Saloranta"
"2123","construct","construct","1","Body Change","trying to improve on symbol parsing
","1d4a25891f157467a3ca3cef025427d8375bd17f","Tatu Saloranta"
"2124","equals","equals","1","Body Change, Introduced, MultiChange","Merge branch 'exp/new-symbol-table'

Conflicts:
	release-notes/VERSION
","78206b708800b7d3737de4365466bcdcef5b4915","Tatu Saloranta"
"2125","equals","equals","1","Body Change","trying to improve on symbol parsing
","1d4a25891f157467a3ca3cef025427d8375bd17f","Tatu Saloranta"
"2126","_equals2","_equals2","1","Body Change","trying to improve on symbol parsing
","1d4a25891f157467a3ca3cef025427d8375bd17f","Tatu Saloranta"
"2127","writeRootValueSeparator","writeRootValueSeparator","2","Exceptions Change, Introduced, MultiChange","Merge branch 'master' of github.com:FasterXML/jackson-core
","ac05283c8d7173c274ba8c1f95647784ea320f19","Tatu Saloranta"
"2128","writeRootValueSeparator","writeRootValueSeparator","2","Exceptions Change","yet more javadoc fixes
","a40a7f7b80207f0c5c3c3802aca30d8ba66a4190","Tatu Saloranta"
"2129","writeStartObject","writeStartObject","3","Exceptions Change, Introduced, MultiChange","Minor stylistic cleanup
","6a1e6a3fc5392dd437a542ada1c372db41ba3af6","Tatu Saloranta"
"2130","writeStartObject","writeStartObject","3","Exceptions Change","Merge branch 'master' of github.com:FasterXML/jackson-core
","ac05283c8d7173c274ba8c1f95647784ea320f19","Tatu Saloranta"
"2131","writeStartObject","writeStartObject","3","Exceptions Change","yet more javadoc fixes
","a40a7f7b80207f0c5c3c3802aca30d8ba66a4190","Tatu Saloranta"
"2132","writeEndObject","writeEndObject","3","Exceptions Change, Introduced, MultiChange","Minor stylistic cleanup
","6a1e6a3fc5392dd437a542ada1c372db41ba3af6","Tatu Saloranta"
"2133","writeEndObject","writeEndObject","3","Exceptions Change","Merge branch 'master' of github.com:FasterXML/jackson-core
","ac05283c8d7173c274ba8c1f95647784ea320f19","Tatu Saloranta"
"2134","writeEndObject","writeEndObject","3","Exceptions Change","yet more javadoc fixes
","a40a7f7b80207f0c5c3c3802aca30d8ba66a4190","Tatu Saloranta"
"2135","writeObjectEntrySeparator","writeObjectEntrySeparator","3","Exceptions Change, Introduced, MultiChange","Minor stylistic cleanup
","6a1e6a3fc5392dd437a542ada1c372db41ba3af6","Tatu Saloranta"
"2136","writeObjectEntrySeparator","writeObjectEntrySeparator","3","Exceptions Change","Merge branch 'master' of github.com:FasterXML/jackson-core
","ac05283c8d7173c274ba8c1f95647784ea320f19","Tatu Saloranta"
"2137","writeObjectEntrySeparator","writeObjectEntrySeparator","3","Exceptions Change","yet more javadoc fixes
","a40a7f7b80207f0c5c3c3802aca30d8ba66a4190","Tatu Saloranta"
"2138","writeObjectFieldValueSeparator","writeObjectFieldValueSeparator","3","Exceptions Change, Introduced, MultiChange","Minor stylistic cleanup
","6a1e6a3fc5392dd437a542ada1c372db41ba3af6","Tatu Saloranta"
"2139","writeObjectFieldValueSeparator","writeObjectFieldValueSeparator","3","Exceptions Change","Merge branch 'master' of github.com:FasterXML/jackson-core
","ac05283c8d7173c274ba8c1f95647784ea320f19","Tatu Saloranta"
"2140","writeObjectFieldValueSeparator","writeObjectFieldValueSeparator","3","Exceptions Change","yet more javadoc fixes
","a40a7f7b80207f0c5c3c3802aca30d8ba66a4190","Tatu Saloranta"
"2141","writeStartArray","writeStartArray","3","Exceptions Change, Introduced, MultiChange","Minor stylistic cleanup
","6a1e6a3fc5392dd437a542ada1c372db41ba3af6","Tatu Saloranta"
"2142","writeStartArray","writeStartArray","3","Exceptions Change","Merge branch 'master' of github.com:FasterXML/jackson-core
","ac05283c8d7173c274ba8c1f95647784ea320f19","Tatu Saloranta"
"2143","writeStartArray","writeStartArray","3","Exceptions Change","yet more javadoc fixes
","a40a7f7b80207f0c5c3c3802aca30d8ba66a4190","Tatu Saloranta"
"2144","writeEndArray","writeEndArray","3","Exceptions Change, Introduced, MultiChange","Minor stylistic cleanup
","6a1e6a3fc5392dd437a542ada1c372db41ba3af6","Tatu Saloranta"
"2145","writeEndArray","writeEndArray","3","Exceptions Change","Merge branch 'master' of github.com:FasterXML/jackson-core
","ac05283c8d7173c274ba8c1f95647784ea320f19","Tatu Saloranta"
"2146","writeEndArray","writeEndArray","3","Exceptions Change","yet more javadoc fixes
","a40a7f7b80207f0c5c3c3802aca30d8ba66a4190","Tatu Saloranta"
"2147","writeArrayValueSeparator","writeArrayValueSeparator","3","Exceptions Change, Introduced, MultiChange","Minor stylistic cleanup
","6a1e6a3fc5392dd437a542ada1c372db41ba3af6","Tatu Saloranta"
"2148","writeArrayValueSeparator","writeArrayValueSeparator","3","Exceptions Change","Merge branch 'master' of github.com:FasterXML/jackson-core
","ac05283c8d7173c274ba8c1f95647784ea320f19","Tatu Saloranta"
"2149","writeArrayValueSeparator","writeArrayValueSeparator","3","Exceptions Change","yet more javadoc fixes
","a40a7f7b80207f0c5c3c3802aca30d8ba66a4190","Tatu Saloranta"
"2150","beforeArrayValues","beforeArrayValues","3","Exceptions Change, Introduced, MultiChange","Minor stylistic cleanup
","6a1e6a3fc5392dd437a542ada1c372db41ba3af6","Tatu Saloranta"
"2151","beforeArrayValues","beforeArrayValues","3","Exceptions Change","Merge branch 'master' of github.com:FasterXML/jackson-core
","ac05283c8d7173c274ba8c1f95647784ea320f19","Tatu Saloranta"
"2152","beforeArrayValues","beforeArrayValues","3","Exceptions Change","yet more javadoc fixes
","a40a7f7b80207f0c5c3c3802aca30d8ba66a4190","Tatu Saloranta"
"2153","beforeObjectEntries","beforeObjectEntries","3","Exceptions Change, Introduced, MultiChange","Minor stylistic cleanup
","6a1e6a3fc5392dd437a542ada1c372db41ba3af6","Tatu Saloranta"
"2154","beforeObjectEntries","beforeObjectEntries","3","Exceptions Change","Merge branch 'master' of github.com:FasterXML/jackson-core
","ac05283c8d7173c274ba8c1f95647784ea320f19","Tatu Saloranta"
"2155","beforeObjectEntries","beforeObjectEntries","3","Exceptions Change","yet more javadoc fixes
","a40a7f7b80207f0c5c3c3802aca30d8ba66a4190","Tatu Saloranta"
"2156","JsonProcessingException","JsonProcessingException","2","Body Change","minor cleanup
","1b6aa7b5df4290fa36f5085c6c4bb8f704f4f11f","Tatu Saloranta"
"2157","JsonProcessingException","JsonProcessingException","2","Body Change","Fix #640
","57c9603ce0831e1f3ffa8931ead2de506ad11382","Tatu Saloranta"
"2158","getLocation","getLocation","1","Modifier Change","Add missing `@Override` annotations (compiler warning clean up)
","91f211e41dac2af30172428c3bf068d6fdf692e5","Tatu Saloranta"
"2159","clearLocation","clearLocation","1","Body Change, Introduced, MultiChange","Merge branch 'master' of github.com:FasterXML/jackson-core
","3170a46131d8f192837bdb77a03569848ff77d05","Tatu Saloranta"
"2160","getOriginalMessage","getOriginalMessage","3","Body Change","Implemented [Issue#10], JsonProcessing.getOriginalMessage()
","388f6bd38bf3d3632934b8cbc4f90a521153b892","Tatu Saloranta"
"2161","getOriginalMessage","getOriginalMessage","3","Modifier Change, Body Change, MultiChange","Add missing `@Override` annotations (compiler warning clean up)
","91f211e41dac2af30172428c3bf068d6fdf692e5","Tatu Saloranta"
"2162","getOriginalMessage","getOriginalMessage","3","Body Change","More javadoc work
","97d9dc183dbdbe3ca424694cc910cabdc1903adf","Tatu Saloranta"
"2163","getProcessor","getProcessor","2","Body Change, Introduced, MultiChange","Implement #198: Add back-reference to `JsonParser` (from `JsonParseException`), `JsonGenerator` (from `JsonGenerationException`)
","77be53c6f0f9a2c618dec320ceb9719affa7227a","Tatu Saloranta"
"2164","getProcessor","getProcessor","2","Modifier Change","Add missing `@Override` annotations (compiler warning clean up)
","91f211e41dac2af30172428c3bf068d6fdf692e5","Tatu Saloranta"
"2165","getMessageSuffix","getMessageSuffix","1","Body Change","More javadoc work
","97d9dc183dbdbe3ca424694cc910cabdc1903adf","Tatu Saloranta"
"2166","getMessage","getMessage","1","Body Change","More javadoc work
","97d9dc183dbdbe3ca424694cc910cabdc1903adf","Tatu Saloranta"
"2167","JsonPointer","JsonPointer","3","Body Change","Merge pull request #170 from Scytl/master

Adds head operation in JsonPointer class. Resolves issue #169.","579668cc5701db10ab7ecfa4dffd6246dfdfcf19","Tatu Saloranta"
"2168","JsonPointer","JsonPointer","3","Body Change","Minor improvement to #169: construct `head` lazily
","d2c602341294de5f3762af478b79d984997f271c","Cowtowncoder"
"2169","JsonPointer","JsonPointer","3","Body Change","Fix #788 (JsonPointer.empty() should not match any index or property)
","b0f6eb9bb2d2d829efb19020e7df4d732066f8cd","Tatu Saloranta"
"2170","JsonPointer","JsonPointer","1","Body Change, Introduced, MultiChange","Further reduce memory usage of `JsonPointer` (wrt #818) (#820)

","4f397611f3ff3f2a414a5237aeae68214b2649c2","Tatu Saloranta"
"2171","JsonPointer","JsonPointer","1","Body Change, Introduced, MultiChange","Further reduce memory usage of `JsonPointer` (wrt #818) (#820)

","4f397611f3ff3f2a414a5237aeae68214b2649c2","Tatu Saloranta"
"2172","JsonPointer","JsonPointer","1","Body Change, Introduced, MultiChange","Fix #1328: optimize `JsonPointer.head()` (#1354)

","be53bb5a5dc9bcbd8c212d00db2f1feb14bf3797","Tatu Saloranta"
"2173","JsonPointer","JsonPointer","1","Body Change, Introduced, MultiChange","Fix #1328: optimize `JsonPointer.head()` (#1354)

","be53bb5a5dc9bcbd8c212d00db2f1feb14bf3797","Tatu Saloranta"
"2174","compile","compile","2","Body Change, Exceptions Change, Introduced, MultiChange","More javadoc fixes
","3faf07c61cbe1f2b18a01a1c47a7af37d6afcb59","Tatu Saloranta"
"2175","compile","compile","2","Exceptions Change","Reuse own constant and refactor magic chars into new constants for (#1216)

","f16a7397f5ff5b8eb81d06de962db515a87130d3","Gary Gregory"
"2176","valueOf","valueOf","1","Body Change, Introduced, MultiChange","yet more javadoc fill ins
","080eee156d82481625a38eda5a14ba4fbe2c4a46","Tatu Saloranta"
"2177","empty","empty","2","Body Change, Introduced, MultiChange","Improve JsonPointer tests
","66d935869f72011145ba37c6212fac993898f9f5","Tatu Saloranta"
"2178","empty","empty","2","Body Change","More javadoc fixes
","3faf07c61cbe1f2b18a01a1c47a7af37d6afcb59","Tatu Saloranta"
"2179","forPath","forPath","5","Body Change, Introduced, MultiChange","Fix #306
","f008130af639c3ce4b411bfbebebf5456acfd45c","Tatu Saloranta"
"2180","forPath","forPath","5","Body Change","More javadoc fixes
","3faf07c61cbe1f2b18a01a1c47a7af37d6afcb59","Tatu Saloranta"
"2181","forPath","forPath","5","Body Change","Merge branch '2.13' into 2.14
","b4e6b565caa34e7d5985f9774a817eaac79d4558","Tatu Saloranta"
"2182","forPath","forPath","5","Body Change","Fix #736 (OOME for very deeply nested JsonPointers)
","17bc4ca52bc8371e9d74775001911fe33bda4a95","Tatu Saloranta"
"2183","forPath","forPath","5","Body Change","Minor fixes to JsonPointer tests, new implementation (wrt JDK serialization)
","2f997429e7043d15a4c1354685a2f7e36179d8ef","Tatu Saloranta"
"2184","_appendEscaped","_appendEscaped","1","Body Change, Introduced, MultiChange","Fix #306
","f008130af639c3ce4b411bfbebebf5456acfd45c","Tatu Saloranta"
"2185","length","length","1","Body Change, Introduced, MultiChange","More fixes to rewritten JsonPointer handler (doh! forgot to run ALL tests)
","1a5f364c11a43f78c6caea8713de7c6bfdb69800","Tatu Saloranta"
"2186","last","last","3","Body Change, Introduced, MultiChange","Merge pull request #174 from Scytl/master

resolves #172 by adding last operation in JsonPointer.","301659cce90ab728fa7f19e8e4b3374c4c3af54e","Tatu Saloranta"
"2187","last","last","3","Body Change","Working bit more on JsonPointer.head()
","d61541d6be75ad8ac5296f6420e7161b6c0ab26f","Cowtowncoder"
"2188","last","last","3","Body Change","Change JsonPointer.head() so it need not re-compile expression but use existing pieces
","17628141a43fd5846a0945891172bad62cd6cb54","Cowtowncoder"
"2189","append","append","3","Body Change, Introduced, MultiChange","Change JsonPointer.head() so it need not re-compile expression but use existing pieces
","17628141a43fd5846a0945891172bad62cd6cb54","Cowtowncoder"
"2190","append","append","3","Body Change","Fix #306
","f008130af639c3ce4b411bfbebebf5456acfd45c","Tatu Saloranta"
"2191","append","append","3","Body Change","Remove trailing whitespace from sources
","31d4d85dcb25ca6699294db69591388470b9f8fc","Tatu Saloranta"
"2192","appendProperty","appendProperty","2","Body Change, Introduced, MultiChange","Add appendIndex and appendProperty methods (#722)

","f45d03502f4252378f33a388445f7307c3ddf539","ILGO0413"
"2193","appendProperty","appendProperty","2","Body Change","Fix #1145: escape `property` in `JsonPointer.append(String)` (#1171)

","fb695545312cc2340604e61642f36138152fba93","Tatu Saloranta"
"2194","appendIndex","appendIndex","3","Body Change, Exceptions Change, Introduced, MultiChange","Add appendIndex and appendProperty methods (#722)

","f45d03502f4252378f33a388445f7307c3ddf539","ILGO0413"
"2195","appendIndex","appendIndex","3","Body Change","Fix #1145: escape `property` in `JsonPointer.append(String)` (#1171)

","fb695545312cc2340604e61642f36138152fba93","Tatu Saloranta"
"2196","appendIndex","appendIndex","3","Exceptions Change","Fix #1168 (JsonPointer.append() with JsonPointer.tail()) (#1172)

","c42ca96d9963b704a79030483392ecfe7e2a347d","Tatu Saloranta"
"2197","matchesProperty","matchesProperty","2","Body Change, Introduced, MultiChange","tiny additions to JsonPointer, test refactoring
","e2207349b19d8ca389fa720b3a35ea361a9d65d1","Tatu Saloranta"
"2198","matchesProperty","matchesProperty","2","Body Change","Some more javadoc work
","481afc04566141944e409effaed51f298d39eefe","Tatu Saloranta"
"2199","matchProperty","matchProperty","2","Body Change","add impl, tests for JsonPointer-based generator filter
","b4b7a7e6dd047e3f059b3fa6762572b25007c467","Cowtowncoder"
"2200","matchProperty","matchProperty","2","Body Change","Some more javadoc work
","481afc04566141944e409effaed51f298d39eefe","Tatu Saloranta"
"2201","matchesElement","matchesElement","3","Body Change, Introduced, MultiChange","tiny additions to JsonPointer, test refactoring
","e2207349b19d8ca389fa720b3a35ea361a9d65d1","Tatu Saloranta"
"2202","matchesElement","matchesElement","3","Body Change","Some more javadoc work
","481afc04566141944e409effaed51f298d39eefe","Tatu Saloranta"
"2203","matchesElement","matchesElement","3","Body Change","Remove trailing whitespace from sources
","31d4d85dcb25ca6699294db69591388470b9f8fc","Tatu Saloranta"
"2204","matchElement","matchElement","3","Body Change, Deleted, MultiChange","tiny additions to JsonPointer, test refactoring
","e2207349b19d8ca389fa720b3a35ea361a9d65d1","Tatu Saloranta"
"2205","matchElement","matchElement","3","Body Change, Introduced, MultiChange","add impl, tests for JsonPointer-based generator filter
","b4b7a7e6dd047e3f059b3fa6762572b25007c467","Cowtowncoder"
"2206","matchElement","matchElement","3","Body Change","Some more javadoc work
","481afc04566141944e409effaed51f298d39eefe","Tatu Saloranta"
"2207","tail","tail","2","Body Change, Introduced, MultiChange","one more fix to JsonPointer
","2d1e19e852c77b515622d518a238d8959ea2393e","Tatu Saloranta"
"2208","tail","tail","2","Body Change","Some more javadoc work
","481afc04566141944e409effaed51f298d39eefe","Tatu Saloranta"
"2209","head","head","4","Body Change, Introduced, MultiChange","Merge pull request #170 from Scytl/master

Adds head operation in JsonPointer class. Resolves issue #169.","579668cc5701db10ab7ecfa4dffd6246dfdfcf19","Tatu Saloranta"
"2210","head","head","4","Body Change","Working bit more on JsonPointer.head()
","d61541d6be75ad8ac5296f6420e7161b6c0ab26f","Cowtowncoder"
"2211","head","head","4","Body Change","Minor improvement to #169: construct `head` lazily
","d2c602341294de5f3762af478b79d984997f271c","Cowtowncoder"
"2212","head","head","4","Body Change","Some more javadoc work
","481afc04566141944e409effaed51f298d39eefe","Tatu Saloranta"
"2213","toString","toString","1","Body Change","Further reduce memory usage of `JsonPointer` (wrt #818) (#820)

","4f397611f3ff3f2a414a5237aeae68214b2649c2","Tatu Saloranta"
"2214","toStringBuilder","toStringBuilder","1","Body Change, Introduced, MultiChange","Fix #1168 (JsonPointer.append() with JsonPointer.tail()) (#1172)

","c42ca96d9963b704a79030483392ecfe7e2a347d","Tatu Saloranta"
"2215","hashCode","hashCode","1","Body Change","More fixes to rewritten JsonPointer handler (doh! forgot to run ALL tests)
","1a5f364c11a43f78c6caea8713de7c6bfdb69800","Tatu Saloranta"
"2216","equals","equals","2","Body Change","More stylistic tweaks, moving to more compact format (sorry!)
","32e4e9152823258764c91262d94d54989397c5b7","Tatu Saloranta"
