"Index","Method Name","Method Signature","Commit Count","Change Types","Commit Message","Commit ID","Commit Author"
"73","connectFailed","@Override public void connectFailed(Call call, InetSocketAddress inetSocketAddress, Proxy proxy, Protocol protocol, IOException ioe)","0","-","-","-","-"
"74","connectionAcquired","@Override public void connectionAcquired(Call call, Connection connection)","0","-","-","-","-"
"75","connectionReleased","@Override public void connectionReleased(Call call, Connection connection)","0","-","-","-","-"
"76","requestHeadersStart","@Override public void requestHeadersStart(Call call)","0","-","-","-","-"
"77","requestHeadersEnd","@Override public void requestHeadersEnd(Call call, Request request)","0","-","-","-","-"
"78","requestBodyStart","@Override public void requestBodyStart(Call call)","0","-","-","-","-"
"79","requestBodyEnd","@Override public void requestBodyEnd(Call call, long byteCount)","0","-","-","-","-"
"80","requestFailed","@Override public void requestFailed(Call call, IOException ioe)","0","-","-","-","-"
"81","responseHeadersStart","@Override public void responseHeadersStart(Call call)","0","-","-","-","-"
"82","responseHeadersEnd","@Override public void responseHeadersEnd(Call call, Response response)","0","-","-","-","-"
"83","responseBodyStart","@Override public void responseBodyStart(Call call)","0","-","-","-","-"
"84","responseBodyEnd","@Override public void responseBodyEnd(Call call, long byteCount)","0","-","-","-","-"
"85","responseFailed","@Override public void responseFailed(Call call, IOException ioe)","0","-","-","-","-"
"86","callEnd","@Override public void callEnd(Call call)","0","-","-","-","-"
"87","callFailed","@Override public void callFailed(Call call, IOException ioe)","0","-","-","-","-"
"88","canceled","@Override public void canceled(Call call)","0","-","-","-","-"
"89","run","public void run() throws Exception","0","-","-","-","-"
"90","update","@Override public void update(long bytesRead, long contentLength, boolean done)","0","-","-","-","-"
"91","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"92","ProgressResponseBody","ProgressResponseBody(ResponseBody responseBody, ProgressListener progressListener)","0","-","-","-","-"
"93","contentType","@Override public MediaType contentType()","0","-","-","-","-"
"94","contentLength","@Override public long contentLength()","0","-","-","-","-"
"95","source","@Override public BufferedSource source()","0","-","-","-","-"
"96","source","private Source source(Source source)","0","-","-","-","-"
"97","read","@Override public long read(Buffer sink, long byteCount) throws IOException","0","-","-","-","-"
"98","update","void update(long bytesRead, long contentLength, boolean done);","0","-","-","-","-"
"99","run","public void run() throws Exception","0","-","-","-","-"
"100","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"101","RewriteResponseCacheControl","public RewriteResponseCacheControl(File cacheDirectory) throws Exception","0","-","-","-","-"
"102","run","public void run() throws Exception","0","-","-","-","-"
"103","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"104","run","public void run() throws Exception","0","-","-","-","-"
"105","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"106","run","public void run() throws Exception","0","-","-","-","-"
"107","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"108","printEvent","private void printEvent(String name)","0","-","-","-","-"
"109","callStart","@Override public void callStart(Call call)","0","-","-","-","-"
"110","proxySelectStart","@Override public void proxySelectStart(Call call, HttpUrl url)","0","-","-","-","-"
"111","proxySelectEnd","@Override public void proxySelectEnd(Call call, HttpUrl url, List<Proxy> proxies)","0","-","-","-","-"
"112","dnsStart","@Override public void dnsStart(Call call, String domainName)","0","-","-","-","-"
"113","dnsEnd","@Override public void dnsEnd(Call call, String domainName, List<InetAddress> inetAddressList)","0","-","-","-","-"
"114","connectStart","@Override public void connectStart( Call call, InetSocketAddress inetSocketAddress, Proxy proxy)","0","-","-","-","-"
"115","secureConnectStart","@Override public void secureConnectStart(Call call)","0","-","-","-","-"
"116","secureConnectEnd","@Override public void secureConnectEnd(Call call, Handshake handshake)","0","-","-","-","-"
"117","connectEnd","@Override public void connectEnd( Call call, InetSocketAddress inetSocketAddress, Proxy proxy, Protocol protocol)","0","-","-","-","-"
"118","connectFailed","@Override public void connectFailed(Call call, InetSocketAddress inetSocketAddress, Proxy proxy, Protocol protocol, IOException ioe)","0","-","-","-","-"
"119","connectionAcquired","@Override public void connectionAcquired(Call call, Connection connection)","0","-","-","-","-"
"120","connectionReleased","@Override public void connectionReleased(Call call, Connection connection)","0","-","-","-","-"
"121","requestHeadersStart","@Override public void requestHeadersStart(Call call)","0","-","-","-","-"
"122","requestHeadersEnd","@Override public void requestHeadersEnd(Call call, Request request)","0","-","-","-","-"
"123","requestBodyStart","@Override public void requestBodyStart(Call call)","0","-","-","-","-"
"124","requestBodyEnd","@Override public void requestBodyEnd(Call call, long byteCount)","0","-","-","-","-"
"125","requestFailed","@Override public void requestFailed(Call call, IOException ioe)","0","-","-","-","-"
"126","responseHeadersStart","@Override public void responseHeadersStart(Call call)","0","-","-","-","-"
"127","responseHeadersEnd","@Override public void responseHeadersEnd(Call call, Response response)","0","-","-","-","-"
"128","responseBodyStart","@Override public void responseBodyStart(Call call)","0","-","-","-","-"
"129","responseBodyEnd","@Override public void responseBodyEnd(Call call, long byteCount)","0","-","-","-","-"
"130","responseFailed","@Override public void responseFailed(Call call, IOException ioe)","0","-","-","-","-"
"131","callEnd","@Override public void callEnd(Call call)","0","-","-","-","-"
"132","callFailed","@Override public void callFailed(Call call, IOException ioe)","0","-","-","-","-"
"133","canceled","@Override public void canceled(Call call)","0","-","-","-","-"
"134","run","public void run() throws Exception","0","-","-","-","-"
"135","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"136","PreemptiveAuth","public PreemptiveAuth()","0","-","-","-","-"
"137","run","public void run() throws Exception","0","-","-","-","-"
"138","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"139","BasicAuthInterceptor","BasicAuthInterceptor(String host, String username, String password)","0","-","-","-","-"
"140","intercept","@Override public Response intercept(Chain chain) throws IOException","0","-","-","-","-"
"141","run","public void run() throws Exception","0","-","-","-","-"
"142","contentType","@Override public MediaType contentType()","0","-","-","-","-"
"143","writeTo","@Override public void writeTo(BufferedSink sink) throws IOException","0","-","-","-","-"
"144","factor","private String factor(int n)","0","-","-","-","-"
"145","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"146","run","public void run() throws Exception","0","-","-","-","-"
"147","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"148","run","public void run() throws Exception","0","-","-","-","-"
"149","streamPrimesToSinkAsynchronously","private void streamPrimesToSinkAsynchronously(final BufferedSink sink)","0","-","-","-","-"
"150","run","@Override public void run()","0","-","-","-","-"
"151","factor","private String factor(int n)","0","-","-","-","-"
"152","sink","public BufferedSink sink()","0","-","-","-","-"
"153","contentType","@Override public MediaType contentType()","0","-","-","-","-"
"154","writeTo","@Override public void writeTo(BufferedSink sink) throws IOException","0","-","-","-","-"
"155","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"156","run","public void run() throws Exception","0","-","-","-","-"
"157","intercept","@Override public Response intercept(Chain chain) throws IOException","0","-","-","-","-"
"158","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"159","run","public void run() throws Exception","0","-","-","-","-"
"160","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"161","run","public void run() throws Exception","0","-","-","-","-"
"162","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"163","run","public void run() throws Exception","0","-","-","-","-"
"164","intercept","@Override public Response intercept(Chain chain) throws IOException","0","-","-","-","-"
"165","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"166","ConfigureTimeouts","public ConfigureTimeouts() throws Exception","0","-","-","-","-"
"167","run","public void run() throws Exception","0","-","-","-","-"
"168","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"169","run","public void run() throws Exception","0","-","-","-","-"
"170","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"171","intercept","@Override public Response intercept(Chain chain) throws IOException","0","-","-","-","-"
"172","run","public void run() throws Exception","0","-","-","-","-"
"173","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"174","run","public void run() throws Exception","0","-","-","-","-"
"175","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"176","intercept","@Override public Response intercept(Chain chain) throws IOException","0","-","-","-","-"
"177","gzip","private RequestBody gzip(final RequestBody body)","0","-","-","-","-"
"178","contentType","@Override public MediaType contentType()","0","-","-","-","-"
"179","contentLength","@Override public long contentLength()","0","-","-","-","-"
"180","writeTo","@Override public void writeTo(BufferedSink sink) throws IOException","0","-","-","-","-"
"181","CustomTrust","public CustomTrust()","0","-","-","-","-"
"182","run","public void run() throws Exception","0","-","-","-","-"
"183","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"184","Authenticate","public Authenticate()","0","-","-","-","-"
"185","run","public void run() throws Exception","0","-","-","-","-"
"186","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"187","SampleServer","public SampleServer(SSLContext sslContext, String root, int port)","0","-","-","-","-"
"188","run","public void run() throws IOException","0","-","-","-","-"
"189","dispatch","@Override public MockResponse dispatch(RecordedRequest request)","0","-","-","-","-"
"190","directoryToResponse","private MockResponse directoryToResponse(String basePath, File directory)","0","-","-","-","-"
"191","fileToResponse","private MockResponse fileToResponse(String path, File file) throws IOException","0","-","-","-","-"
"192","fileToBytes","private Buffer fileToBytes(File file) throws IOException","0","-","-","-","-"
"193","contentType","private String contentType(String path)","0","-","-","-","-"
"194","main","public static void main(String[] args) throws Exception","0","-","-","-","-"
"195","sslContext","private static SSLContext sslContext(String keystoreFile, String password) throws GeneralSecurityException, IOException","0","-","-","-","-"
"196","run","public void run() throws Exception","0","-","-","-","-"
"197","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"198","UnixDomainServerSocketFactory","public UnixDomainServerSocketFactory(File path)","0","-","-","-","-"
"199","createServerSocket","@Override public ServerSocket createServerSocket() throws IOException","0","-","-","-","-"
"200","createServerSocket","@Override public ServerSocket createServerSocket(int port) throws IOException","0","-","-","-","-"
"201","createServerSocket","@Override public ServerSocket createServerSocket(int port, int backlog) throws IOException","0","-","-","-","-"
"202","createServerSocket","@Override public ServerSocket createServerSocket( int port, int backlog, InetAddress inetAddress) throws IOException","0","-","-","-","-"
"203","UnixDomainServerSocket","UnixDomainServerSocket() throws IOException","0","-","-","-","-"
"204","bind","@Override public void bind(SocketAddress endpoint, int backlog) throws IOException","0","-","-","-","-"
"205","getLocalPort","@Override public int getLocalPort()","0","-","-","-","-"
"206","getLocalSocketAddress","@Override public SocketAddress getLocalSocketAddress()","0","-","-","-","-"
"207","accept","@Override public Socket accept() throws IOException","0","-","-","-","-"
"208","close","@Override public void close() throws IOException","0","-","-","-","-"
"209","TunnelingUnixSocket","TunnelingUnixSocket(File path, UnixSocketChannel channel)","0","-","-","-","-"
"210","TunnelingUnixSocket","TunnelingUnixSocket(File path, UnixSocketChannel channel, InetSocketAddress address)","0","-","-","-","-"
"211","connect","@Override public void connect(SocketAddress endpoint) throws IOException","0","-","-","-","-"
"212","connect","@Override public void connect(SocketAddress endpoint, int timeout) throws IOException","0","-","-","-","-"
"213","getInetAddress","@Override public InetAddress getInetAddress()","0","-","-","-","-"
"214","UnixDomainSocketFactory","public UnixDomainSocketFactory(File path)","0","-","-","-","-"
"215","createSocket","@Override public Socket createSocket() throws IOException","0","-","-","-","-"
"216","createSocket","@Override public Socket createSocket(String host, int port) throws IOException","0","-","-","-","-"
"217","createSocket","@Override public Socket createSocket( String host, int port, InetAddress localHost, int localPort) throws IOException","0","-","-","-","-"
"218","createSocket","@Override public Socket createSocket(InetAddress host, int port) throws IOException","0","-","-","-","-"
"219","createSocket","@Override public Socket createSocket( InetAddress host, int port, InetAddress localAddress, int localPort) throws IOException","0","-","-","-","-"
"220","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"221","OkHttpContributors","private OkHttpContributors()","0","-","-","-","-"
"222","Crawler","public Crawler(OkHttpClient client)","0","-","-","-","-"
"223","parallelDrainQueue","private void parallelDrainQueue(int threadCount)","0","-","-","-","-"
"224","drainQueue","private void drainQueue() throws Exception","0","-","-","-","-"
"225","fetch","public void fetch(HttpUrl url) throws IOException","0","-","-","-","-"
"226","main","public static void main(String[] args) throws IOException","0","-","-","-","-"
"227","SlackApi","public SlackApi(String clientId, String clientSecret, int port)","0","-","-","-","-"
"228","authorizeUrl","/** See https://api.slack.com/docs/oauth. */ public HttpUrl authorizeUrl(String scopes, HttpUrl redirectUrl, ByteString state, String team)","0","-","-","-","-"
"229","exchangeCode","/** See https://api.slack.com/methods/oauth.access. */ public OAuthSession exchangeCode(String code, HttpUrl redirectUrl) throws IOException","0","-","-","-","-"
"230","rtmStart","/** See https://api.slack.com/methods/rtm.start. */ public RtmStartResponse rtmStart(String accessToken) throws IOException","0","-","-","-","-"
"231","rtm","/** See https://api.slack.com/rtm. */ public WebSocket rtm(HttpUrl url, WebSocketListener listener)","0","-","-","-","-"
"232","urlToJson","@ToJson String urlToJson(HttpUrl httpUrl)","0","-","-","-","-"
"233","urlFromJson","@FromJson HttpUrl urlFromJson(String urlString)","0","-","-","-","-"
"234","RtmSession","public RtmSession(SlackApi slackApi)","0","-","-","-","-"
"235","open","public void open(String accessToken) throws IOException","0","-","-","-","-"
"236","onOpen","@Override public synchronized void onOpen(WebSocket webSocket, Response response)","0","-","-","-","-"
"237","onMessage","@Override public void onMessage(WebSocket webSocket, String text)","0","-","-","-","-"
"238","onClosing","@Override public void onClosing(WebSocket webSocket, int code, String reason)","0","-","-","-","-"
"239","onFailure","@Override public void onFailure(WebSocket webSocket, Throwable t, Response response)","0","-","-","-","-"
"240","close","@Override public void close() throws IOException","0","-","-","-","-"
"241","OAuthSession","public OAuthSession( boolean ok, String accessToken, String scope, String userId, String teamName, String teamId)","0","-","-","-","-"
"242","toString","@Override public String toString()","0","-","-","-","-"
"243","OAuthSessionFactory","public OAuthSessionFactory(SlackApi slackApi)","0","-","-","-","-"
"244","start","public void start() throws Exception","0","-","-","-","-"
"245","newAuthorizeUrl","public HttpUrl newAuthorizeUrl(String scopes, String team, Listener listener)","0","-","-","-","-"
"246","randomToken","private ByteString randomToken()","0","-","-","-","-"
"247","redirectUrl","private HttpUrl redirectUrl()","0","-","-","-","-"
"248","dispatch","/** When the browser hits the redirect URL, use the provided code to ask Slack for a session. */ @Override public MockResponse dispatch(RecordedRequest request)","0","-","-","-","-"
"249","sessionGranted","void sessionGranted(OAuthSession session);","0","-","-","-","-"
"250","close","@Override public void close()","0","-","-","-","-"
"251","SlackClient","public SlackClient(SlackApi slackApi)","0","-","-","-","-"
"252","requestOauthSession","/** Shows a browser URL to authorize this app to act as this user. */ public void requestOauthSession(String scopes, String team) throws Exception","0","-","-","-","-"
"253","initOauthSession","/** Set the OAuth session for this client. */ public synchronized void initOauthSession(OAuthSession session)","0","-","-","-","-"
"254","awaitAccessToken","/** Waits for an OAuth session for this client to be set. */ public synchronized void awaitAccessToken(Timeout timeout) throws InterruptedIOException","0","-","-","-","-"
"255","startRtm","/** Starts a real time messaging session. */ public void startRtm() throws IOException","0","-","-","-","-"
"256","main","public static void main(String... args) throws Exception","0","-","-","-","-"
"257","testRoundtrip","@Test public void testRoundtrip()","0","-","-","-","-"
"258","getFailsWithoutAdditionalCert","@Test public void getFailsWithoutAdditionalCert() throws IOException","0","-","-","-","-"
"259","getPassesAdditionalCert","@Test public void getPassesAdditionalCert() throws IOException, CertificateException","0","-","-","-","-"
"260","sendRequest","private void sendRequest(OkHttpClient client, String url) throws IOException","0","-","-","-","-"
"261","get","@Test public void get() throws IOException","0","-","-","-","-"
"262","getFailsWithoutAdditionalCert","@Test public void getFailsWithoutAdditionalCert() throws IOException","0","-","-","-","-"
"263","sendRequest","private void sendRequest(OkHttpClient client, String url) throws IOException","0","-","-","-","-"
