"Index","Method Name","Method Signature","Commit Count","Change Types","Commit Message","Commit ID","Commit Author"
"34","run","run","1","Body Change","Merge pull request #116 from crossoverJie/fix

:bug: Fixing a bug. #115","7462f65a5139025b0a6d71fee0a4e0d5948e5def","crossoverJie"
"35","run","run","1","Body Change","Merge pull request #116 from crossoverJie/fix

:bug: Fixing a bug. #115","7462f65a5139025b0a6d71fee0a4e0d5948e5def","crossoverJie"
"36","LRUAbstractMap","LRUAbstractMap","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"37","executeCheckTime","executeCheckTime","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"38","entrySet","entrySet","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"39","put","put","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"40","get","get","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"41","remove","remove","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"42","sizeUp","sizeUp","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"43","sizeDown","sizeDown","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"44","size","size","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"45","Node","Node","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"46","setUpdateTime","setUpdateTime","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"47","getUpdateTime","getUpdateTime","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"48","toString","toString","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"49","hash","hash","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"50","lruCallback","lruCallback","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"51","run","run","1","Body Change, Introduced, MultiChange","Merge pull request #25 from crossoverJie/dev

LRU cache","e5825d1f16d846707c1b7da662022b687ca6753f","crossoverJie"
"52","isLoop","isLoop","2","Body Change","修复只有两个节点的链表
","1776fc6b6b2b1dee54c7caeb10f8f9a8a8c9c5e4","crossoverJie"
"53","isLoop","isLoop","2","Body Change","更新
","1ad39074527de2fa2e39c4dd417919a85109ad18","crossoverJie"
"54","reverseNode","reverseNode","1","Body Change",":memo: Writing docs.
","2b821805c52312493b22bb88384bdef2a5b75b6c","crossoverJie"
"55","getTwo1","getTwo1","1","Body Change","Merge remote-tracking branch 'origin/master'
","e498c525f547aca2f23a66e3973fbb6198902399","crossoverJie"
"56","main","main","1","Body Change","更新
","1e0a8fdc8ed45e6daef1b6aa9eeee5938757ef93","crossoverJie"
"57","splitRedPacket","splitRedPacket","1","Modifier Change, Body Change, MultiChange","Merge pull request #118 from crossoverJie/fix

Fix #112 ","80f2f8e8a705c4355a7ff5fc7fea762feb9fd642","crossoverJie"
"58","randomRedPacket","randomRedPacket","1","Body Change","Merge pull request #118 from crossoverJie/fix

Fix #112 ","80f2f8e8a705c4355a7ff5fc7fea762feb9fd642","crossoverJie"
"59","main","main","1","Body Change","Merge pull request #118 from crossoverJie/fix

Fix #112 ","80f2f8e8a705c4355a7ff5fc7fea762feb9fd642","crossoverJie"
"60","submit","submit","1","Body Change, Introduced, MultiChange",":sparkles: Introducing new features.有返回值的线程
","d412dd61fa4ec9b7d6632d2eb67a3bfa8f714700","crossoverJie"
"61","run","run","1","Body Change",":sparkles: Introducing new features.线程池异常处理
","fd718a2c9948004ccec48698f520d4b43fa589ad","crossoverJie"
"62","getTask","getTask","1","Body Change",":bulb: Documenting source code.注释线程池
","0feb80dde1d4bf39972742e12a35064411994eca","crossoverJie"
"63","mainNotify","mainNotify","1","Body Change, Introduced, MultiChange",":bulb: Documenting source code.注释线程池
","a5742f5f117150b9ce6eb14d456ed1ac32fd257a","crossoverJie"
"64","countDown","countDown","2","Body Change",":bulb: Documenting source code.
","95cb9214642935542a25a39179739bba356f47b4","crossoverJie"
"65","countDown","countDown","2","Body Change",":bulb: Documenting source code.
","972e15e7e05f27f1846ecf45b44c16085ddf25f1","crossoverJie"
"66","await","await","2","Exceptions Change",":bulb: Documenting source code.
","93f422996c4c49b6aec883e8e1c2327578aef9e2","crossoverJie"
"67","await","await","2","Exceptions Change",":bulb: Documenting source code.
","972e15e7e05f27f1846ecf45b44c16085ddf25f1","crossoverJie"
"68","onData","onData","1","Body Change",":white_check_mark: Adding tests.Disruptor
","26d1a688c143bde9ecf29129a9ff3a279f2fb663","crossoverJie"
"69","main","main","1","Body Change",":white_check_mark: Adding tests.Disruptor
","26d1a688c143bde9ecf29129a9ff3a279f2fb663","crossoverJie"
"70","Work","Work","1","Body Change",":white_check_mark: Adding tests.Disruptor
","26d1a688c143bde9ecf29129a9ff3a279f2fb663","crossoverJie"
"71","run","run","1","Body Change",":white_check_mark: Adding tests.Disruptor
","26d1a688c143bde9ecf29129a9ff3a279f2fb663","crossoverJie"
