"Index","Method Name","Method Signature","Commit Count","Change Types","Commit Message","Commit ID","Commit Author"
"81","testProcessFindFormSuccess","testProcessFindFormSuccess","9","Body Change, Exceptions Change, MultiChange","test: remove duplicate assertion
","8f799263e00b9fcf0d8ca78d864d8b46ce3b8aea","Anyul Rivas"
"82","testProcessFindFormSuccess","testProcessFindFormSuccess","9","Body Change, Exceptions Change, MultiChange","Refactor:
- <optimize>: delete logic `add owner to model` because of the comment `@ModelAttribute(""owner"")`.
- <fix>: add logical judgment in ordet to avoid `owner` from `form` and `ownerId` from `url` mismatch.
","14af47d4e5b4e12e0ca28e5c2c8437528546c25d","YiXuan Ding"
"83","testProcessFindFormSuccess","testProcessFindFormSuccess","9","Body Change, Exceptions Change, MultiChange","Refactor code logic
<refactor>: remove useless logic cod.
<refactor>: detele useless annotation which is provided by Jpa.
<refactor>: refactor implement of `findByLastName`, use Jpa to simplify query.
","1cad4124b7685d3e66ac376f44874a3d5319cb06","YiXuan Ding"
"84","testProcessFindFormSuccess","testProcessFindFormSuccess","9","Body Change, Exceptions Change, MultiChange","Use the java.util List.of() instead of the AssetJ Lists class

Signed-off-by: Antoine Rey <antoine.rey@free.fr>
","d7cc02f3d7dc1205128f40dc433b2dfcfa1fca51","Antoine Rey"
"85","testProcessFindFormByLastName","testProcessFindFormByLastName","10","Body Change, Exceptions Change, Introduced, MultiChange","Modularize and migrate to aggregate-oriented domain

Vet, Owner, Visit. The Visit ""aggregate"" is a little artificial
but it demonstrates a useful point about not holding on to
references of ""parent"" (reference data) objects, i.e. the Visit has
an Integer petId, instead of a Pet field. In principle this app is
now almost ready to migrate to multiple services if anyone wanted
to do that.
","83ff9a50e378529993f4f772457dd24791b46438","Dave Syer"
"86","testProcessFindFormByLastName","testProcessFindFormByLastName","10","Modifier Change","Merge pull request #360 from arey

* pr/360:
  Polish ""Migrate tests to JUnit 5""
  Migrate tests to JUnit 5

Closes gh-360
","6e4c31c6817782a05ea13edc2cfc036c6686b7ff","Stephane Nicoll"
"87","testProcessFindFormByLastName","testProcessFindFormByLastName","10","Body Change","Apply spring-format plugin
","4e1f87407d80cdb4a5a293de89d62034fdcbb847","Dave Syer"
"88","testProcessFindFormByLastName","testProcessFindFormByLastName","10","Body Change, Exceptions Change, MultiChange","Add pagination for owners and vets lists in HTML

Fixes #91
","8ad9c05f74a96f46dd4211766fbb0bc78d48f94d","simrin051"
"89","testProcessFindFormByLastName","testProcessFindFormByLastName","10","Body Change, Exceptions Change, MultiChange","Tidy up test
","e11a594ec210344faa4931f29678ed164bb546ac","Dave Syer"
"90","testProcessFindFormByLastName","testProcessFindFormByLastName","10","Body Change, Exceptions Change, MultiChange","Remove PetRepository and use Owner as aggregate

Owner is really the aggregate root in DDD terms and there is no
need to directly access the Pet entity.
","c9534421c8d4f29b7d2d78636bb42f58b7cdebaa","Dave Syer"
"91","testProcessFindFormByLastName","testProcessFindFormByLastName","10","Body Change, Exceptions Change, MultiChange","test: remove duplicate assertion
","8f799263e00b9fcf0d8ca78d864d8b46ce3b8aea","Anyul Rivas"
"92","testProcessFindFormByLastName","testProcessFindFormByLastName","10","Body Change, Exceptions Change, MultiChange","Refactor:
- <optimize>: delete logic `add owner to model` because of the comment `@ModelAttribute(""owner"")`.
- <fix>: add logical judgment in ordet to avoid `owner` from `form` and `ownerId` from `url` mismatch.
","14af47d4e5b4e12e0ca28e5c2c8437528546c25d","YiXuan Ding"
"93","testProcessFindFormByLastName","testProcessFindFormByLastName","10","Body Change, Exceptions Change, MultiChange","Refactor code logic
<refactor>: remove useless logic cod.
<refactor>: detele useless annotation which is provided by Jpa.
<refactor>: refactor implement of `findByLastName`, use Jpa to simplify query.
","1cad4124b7685d3e66ac376f44874a3d5319cb06","YiXuan Ding"
"94","testProcessFindFormByLastName","testProcessFindFormByLastName","10","Body Change, Exceptions Change, MultiChange","Use the java.util List.of() instead of the AssetJ Lists class

Signed-off-by: Antoine Rey <antoine.rey@free.fr>
","d7cc02f3d7dc1205128f40dc433b2dfcfa1fca51","Antoine Rey"
"95","testProcessFindFormNoOwnersFound","testProcessFindFormNoOwnersFound","9","Body Change, Exceptions Change, Introduced, MultiChange","Modularize and migrate to aggregate-oriented domain

Vet, Owner, Visit. The Visit ""aggregate"" is a little artificial
but it demonstrates a useful point about not holding on to
references of ""parent"" (reference data) objects, i.e. the Visit has
an Integer petId, instead of a Pet field. In principle this app is
now almost ready to migrate to multiple services if anyone wanted
to do that.
","83ff9a50e378529993f4f772457dd24791b46438","Dave Syer"
"96","testProcessFindFormNoOwnersFound","testProcessFindFormNoOwnersFound","9","Modifier Change","Merge pull request #360 from arey

* pr/360:
  Polish ""Migrate tests to JUnit 5""
  Migrate tests to JUnit 5

Closes gh-360
","6e4c31c6817782a05ea13edc2cfc036c6686b7ff","Stephane Nicoll"
"97","testProcessFindFormNoOwnersFound","testProcessFindFormNoOwnersFound","9","Body Change","Apply spring-format plugin
","4e1f87407d80cdb4a5a293de89d62034fdcbb847","Dave Syer"
"98","testProcessFindFormNoOwnersFound","testProcessFindFormNoOwnersFound","9","Body Change, Exceptions Change, MultiChange","Add pagination for owners and vets lists in HTML

Fixes #91
","8ad9c05f74a96f46dd4211766fbb0bc78d48f94d","simrin051"
"99","testProcessFindFormNoOwnersFound","testProcessFindFormNoOwnersFound","9","Body Change, Exceptions Change, MultiChange","Tidy up test
","e11a594ec210344faa4931f29678ed164bb546ac","Dave Syer"
"100","testProcessFindFormNoOwnersFound","testProcessFindFormNoOwnersFound","9","Body Change, Exceptions Change, MultiChange","test: remove duplicate assertion
","8f799263e00b9fcf0d8ca78d864d8b46ce3b8aea","Anyul Rivas"
"101","testProcessFindFormNoOwnersFound","testProcessFindFormNoOwnersFound","9","Body Change, Exceptions Change, MultiChange","Refactor:
- <optimize>: delete logic `add owner to model` because of the comment `@ModelAttribute(""owner"")`.
- <fix>: add logical judgment in ordet to avoid `owner` from `form` and `ownerId` from `url` mismatch.
","14af47d4e5b4e12e0ca28e5c2c8437528546c25d","YiXuan Ding"
